Task_ID,Project_Name,Assigned_Staff_ID,Staff_Workload_FTE_Days,Task_Duration_Hours,Timezone_Constraint_Score,Project_Risk_Score,External_Dependency_Flag,Planned_Start_Date,Actual_Duration_Hours,Task_Status,Predecessor_Task_ID
T1051,New Hire Recruitment,STAFF_11,3.91,58,3,3,1,2025-10-15,27.599999999999998,Blocked,T0223
T1052,EU AI Act Compliance,STAFF_18,4.13,46,1,1,0,2026-03-06,79.0,Completed,T0919
T1053,AI Ethics Framework,STAFF_03,4.52,11,1,1,0,2026-02-13,21.0,In Progress,T1022
T1054,AI Ethics Framework,STAFF_01,2.67,10,1,1,0,2025-10-05,38.0,To Do,None
T1055,AI Ethics Framework,STAFF_11,2.31,71,3,1,1,2026-03-06,73.0,In Progress,T0896
T1056,AI Ethics Framework,STAFF_16,1.72,36,3,5,0,2025-11-16,75.0,In Progress,T0668
T1057,AI Ethics Framework,STAFF_18,2.99,18,1,2,0,2025-12-07,72.0,In Progress,None
T1058,AI Ethics Framework,STAFF_16,2.33,65,1,5,0,2025-12-15,62.0,To Do,None
T1059,Annual Retreat Planning,STAFF_10,2.31,34,3,3,1,2026-03-22,47.0,Completed,T1049
T1060,New Hire Recruitment,STAFF_18,4.69,28,1,5,0,2026-02-07,32.0,In Progress,None
T1061,EU AI Act Compliance,STAFF_06,4.92,46,1,4,1,2026-03-04,32.0,Completed,T0973
T1062,EU AI Act Compliance,STAFF_19,4.0,53,1,1,0,2026-01-03,10.0,Completed,T1121
T1063,New Hire Recruitment,STAFF_04,3.81,73,3,4,0,2026-01-23,76.0,Completed,T1119
T1064,AI Ethics Framework,STAFF_13,3.43,43,1,4,0,2026-03-13,33.0,Completed,T1146
T1065,AI Ethics Framework,STAFF_14,0.91,72,1,3,0,2025-11-05,47.0,In Progress,T0522
T1066,New Hire Recruitment,STAFF_03,0.39,70,3,1,1,2025-10-26,45.0,Blocked,T0936
T1067,AI Ethics Framework,STAFF_10,3.48,42,3,4,0,2025-11-12,45.0,In Progress,T0966
T1068,Comms Strategy 2026,STAFF_06,3.67,38,1,3,0,2025-10-27,75.0,In Progress,T0512
T1069,Comms Strategy 2026,STAFF_01,0.33,35,1,1,0,2025-12-08,14.0,Completed,T0569
T1070,EU AI Act Compliance,STAFF_14,4.65,8,3,2,0,2026-02-25,37.0,Completed,T1239
T1071,EU AI Act Compliance,STAFF_08,0.55,32,5,3,0,2025-10-11,26.0,Completed,T0947
T1072,Annual Retreat Planning,STAFF_19,1.5,50,3,5,0,2025-12-13,42.0,In Progress,T0243
T1073,AI Ethics Framework,STAFF_14,3.39,74,1,1,0,2026-01-12,40.0,Completed,None
T1074,AI Ethics Framework,STAFF_10,0.93,70,1,4,0,2025-11-07,40.0,In Progress,None
T1075,Annual Retreat Planning,STAFF_17,0.37,58,3,4,0,2026-02-11,45.0,To Do,T0758
T1076,EU AI Act Compliance,STAFF_09,1.72,9,3,5,0,2025-10-23,17.0,In Progress,T0340
T1077,AI Ethics Framework,STAFF_06,3.85,71,1,5,0,2025-11-16,64.0,In Progress,None
T1078,New Hire Recruitment,STAFF_11,2.13,76,1,4,0,2025-12-29,35.0,In Progress,None
T1079,EU AI Act Compliance,STAFF_07,3.3,16,3,1,0,2025-11-15,45.0,Completed,T0398
T1080,New Hire Recruitment,STAFF_17,2.94,9,1,3,0,2026-01-15,23.0,Completed,T0156
T1081,Annual Retreat Planning,STAFF_01,0.21,41,1,5,0,2026-02-17,28.0,Blocked,T0717
T1082,Comms Strategy 2026,STAFF_05,4.94,67,1,5,0,2026-02-18,13.0,In Progress,T1100
T1083,EU AI Act Compliance,STAFF_09,0.3,68,1,5,1,2026-01-12,48.0,In Progress,T0286
T1084,New Hire Recruitment,STAFF_18,4.84,38,1,2,0,2026-01-19,22.0,Completed,T0834
T1085,AI Ethics Framework,STAFF_02,2.79,17,3,1,1,2026-01-12,10.0,In Progress,T0692
T1086,Annual Retreat Planning,STAFF_11,4.82,43,1,1,0,2025-11-29,50.0,Completed,None
T1087,AI Ethics Framework,STAFF_06,0.66,56,1,1,1,2026-03-20,54.0,Completed,T0699
T1088,EU AI Act Compliance,STAFF_08,2.5,77,1,1,0,2026-01-08,18.900000000000002,Completed,T0868
T1089,EU AI Act Compliance,STAFF_04,0.93,56,1,1,0,2025-12-07,73.0,Completed,None
T1090,New Hire Recruitment,STAFF_18,0.35,10,1,4,0,2026-02-10,36.0,Completed,T0487
T1091,New Hire Recruitment,STAFF_11,3.13,12,1,5,0,2026-01-28,11.0,Completed,T0470
T1092,AI Ethics Framework,STAFF_05,1.12,68,3,4,1,2025-11-06,33.0,In Progress,T1300
T1093,AI Ethics Framework,STAFF_15,2.98,33,1,2,0,2025-12-11,19.0,In Progress,T0452
T1094,Annual Retreat Planning,STAFF_18,0.65,79,1,3,0,2026-02-04,9.0,In Progress,None
T1095,EU AI Act Compliance,STAFF_02,1.73,12,1,5,1,2026-01-14,24.0,Completed,T0156
T1096,AI Ethics Framework,STAFF_11,3.93,22,1,2,0,2025-12-31,42.0,To Do,T0181
T1097,Comms Strategy 2026,STAFF_13,2.24,23,3,4,0,2025-10-31,17.0,Completed,None
T1098,EU AI Act Compliance,STAFF_04,3.18,8,1,3,0,2026-01-30,60.0,Completed,T0879
T1099,New Hire Recruitment,STAFF_07,3.27,23,5,2,1,2026-02-14,28.0,In Progress,T1169
T1100,AI Ethics Framework,STAFF_11,4.23,44,1,3,0,2025-11-20,22.0,Completed,T0367
T1101,EU AI Act Compliance,STAFF_04,1.69,10,3,2,0,2025-10-29,42.0,In Progress,T0271
T1102,EU AI Act Compliance,STAFF_15,3.47,59,1,4,0,2025-11-09,67.0,In Progress,None
T1103,Annual Retreat Planning,STAFF_01,4.81,54,3,3,0,2025-11-10,45.9,To Do,T0583
T1104,EU AI Act Compliance,STAFF_03,3.68,20,1,2,0,2025-10-11,12.0,Blocked,T0740
T1105,Comms Strategy 2026,STAFF_14,2.5,62,1,4,1,2026-02-28,25.0,To Do,T0046
T1106,AI Ethics Framework,STAFF_06,3.19,28,3,5,1,2025-10-01,28.0,Completed,T0628
T1107,New Hire Recruitment,STAFF_18,3.72,73,3,4,0,2025-11-15,79.0,Blocked,T1252
T1108,EU AI Act Compliance,STAFF_01,3.1,61,1,4,0,2026-01-09,52.2,Completed,None
T1109,AI Ethics Framework,STAFF_06,0.18,34,1,5,0,2026-02-26,48.0,In Progress,T1136
T1110,Comms Strategy 2026,STAFF_06,1.05,45,1,4,0,2025-12-29,31.0,In Progress,T1125
T1111,AI Ethics Framework,STAFF_16,4.07,65,3,5,0,2026-01-18,31.0,Completed,T0823
T1112,AI Ethics Framework,STAFF_05,1.44,69,1,5,1,2026-03-13,45.0,In Progress,T0875
T1113,New Hire Recruitment,STAFF_17,3.68,53,1,5,0,2025-11-26,51.0,Completed,T1207
T1114,EU AI Act Compliance,STAFF_10,1.92,18,3,2,0,2025-10-01,64.0,Completed,T0402
T1115,Annual Retreat Planning,STAFF_18,2.66,79,3,3,0,2025-12-02,66.0,To Do,T0377
T1116,AI Ethics Framework,STAFF_07,0.43,15,3,2,0,2025-11-24,41.0,Completed,None
T1117,Annual Retreat Planning,STAFF_03,0.99,78,3,5,0,2026-01-23,30.0,Completed,T0045
T1118,AI Ethics Framework,STAFF_13,4.79,71,3,3,0,2026-03-17,50.0,Completed,T0227
T1119,EU AI Act Compliance,STAFF_15,4.46,28,1,3,1,2026-02-20,47.0,Blocked,T0927
T1120,New Hire Recruitment,STAFF_19,3.3,79,1,5,1,2026-02-26,54.0,Completed,T1199
T1121,Annual Retreat Planning,STAFF_03,2.35,70,3,3,0,2026-03-24,48.0,Completed,T0875
T1122,EU AI Act Compliance,STAFF_04,3.41,71,1,3,1,2025-11-22,54.0,Blocked,T0577
T1123,EU AI Act Compliance,STAFF_05,3.13,27,5,2,0,2026-02-14,27.0,Completed,None
T1124,New Hire Recruitment,STAFF_01,2.89,15,1,3,0,2026-03-29,72.0,Completed,T1144
T1125,EU AI Act Compliance,STAFF_04,0.39,65,1,5,0,2025-11-26,75.0,In Progress,None
T1126,Annual Retreat Planning,STAFF_12,3.2,53,5,1,0,2026-01-25,31.0,In Progress,T0066
T1127,Annual Retreat Planning,STAFF_10,3.87,38,3,1,1,2026-03-03,43.0,Blocked,T0384
T1128,AI Ethics Framework,STAFF_13,4.97,16,1,1,0,2026-03-18,52.0,Completed,T0609
T1129,AI Ethics Framework,STAFF_14,0.15,22,3,5,0,2025-11-04,9.0,To Do,T0297
T1130,Comms Strategy 2026,STAFF_05,3.68,33,3,1,0,2025-12-02,35.0,To Do,T0119
T1131,AI Ethics Framework,STAFF_04,2.9,17,1,2,0,2025-10-25,33.0,Completed,T0366
T1132,AI Ethics Framework,STAFF_14,2.23,36,1,5,0,2025-12-29,30.0,Completed,T0868
T1133,New Hire Recruitment,STAFF_10,0.73,43,3,5,0,2025-12-14,43.0,To Do,T1131
T1134,Comms Strategy 2026,STAFF_17,2.1,44,3,5,0,2025-11-07,11.700000000000001,Completed,T1258
T1135,Annual Retreat Planning,STAFF_10,1.84,78,1,3,0,2026-02-07,42.0,In Progress,T0070
T1136,Comms Strategy 2026,STAFF_07,1.58,30,3,3,0,2026-02-12,45.0,In Progress,T0696
T1137,Comms Strategy 2026,STAFF_16,3.68,48,3,3,0,2026-03-11,37.800000000000004,In Progress,T0199
T1138,AI Ethics Framework,STAFF_01,3.53,35,1,4,0,2025-12-30,60.0,Blocked,T0701
T1139,EU AI Act Compliance,STAFF_17,2.99,55,3,2,0,2025-10-17,45.0,Completed,T0706
T1140,AI Ethics Framework,STAFF_09,4.7,45,1,5,1,2026-02-05,66.0,Completed,T0810
T1141,EU AI Act Compliance,STAFF_06,1.81,38,1,5,0,2026-03-20,50.0,Blocked,None
T1142,Annual Retreat Planning,STAFF_19,1.29,21,3,3,0,2026-01-16,11.0,Blocked,None
T1143,EU AI Act Compliance,STAFF_13,3.31,36,3,5,0,2026-03-28,12.0,In Progress,T1035
T1144,EU AI Act Compliance,STAFF_03,1.07,58,3,5,0,2026-03-01,75.0,To Do,None
T1145,EU AI Act Compliance,STAFF_07,1.64,56,1,1,0,2025-10-25,52.0,In Progress,T1103
T1146,AI Ethics Framework,STAFF_09,1.2,50,1,5,0,2026-03-29,32.0,Completed,None
T1147,EU AI Act Compliance,STAFF_05,0.44,79,1,4,0,2025-12-27,18.0,Blocked,T0917
T1148,AI Ethics Framework,STAFF_10,4.15,12,1,3,0,2026-03-10,36.0,Completed,T0854
T1149,AI Ethics Framework,STAFF_17,1.35,49,1,2,0,2026-03-26,41.0,Completed,T1177
T1150,AI Ethics Framework,STAFF_12,2.42,14,1,2,0,2025-10-29,21.0,Completed,T0032
T1151,EU AI Act Compliance,STAFF_16,0.31,49,1,1,0,2025-12-02,31.0,In Progress,T1122
T1152,Annual Retreat Planning,STAFF_03,3.53,43,3,2,0,2026-02-27,66.0,To Do,None
T1153,AI Ethics Framework,STAFF_09,1.72,34,1,2,0,2026-03-03,46.0,Completed,T1161
T1154,EU AI Act Compliance,STAFF_15,3.75,65,1,3,0,2026-03-05,33.0,Completed,T0060
T1155,Comms Strategy 2026,STAFF_05,2.12,53,1,3,0,2026-01-22,50.0,In Progress,T0615
T1156,AI Ethics Framework,STAFF_13,1.06,73,1,4,0,2025-11-18,43.0,Blocked,None
T1157,New Hire Recruitment,STAFF_14,2.61,32,1,1,0,2025-12-20,46.0,In Progress,None
T1158,EU AI Act Compliance,STAFF_15,0.74,34,1,2,0,2025-12-23,68.0,In Progress,T0602
T1159,EU AI Act Compliance,STAFF_16,2.26,8,3,4,0,2026-01-13,23.0,In Progress,None
T1160,Comms Strategy 2026,STAFF_13,1.65,49,1,1,0,2026-03-26,59.4,Completed,None
T1161,AI Ethics Framework,STAFF_17,4.57,59,3,2,0,2026-02-25,13.0,Completed,T0201
T1162,Comms Strategy 2026,STAFF_08,0.4,32,5,2,0,2026-01-26,63.0,Completed,None
T1163,EU AI Act Compliance,STAFF_02,3.5,61,3,3,0,2025-12-25,15.0,Blocked,T0527
T1164,New Hire Recruitment,STAFF_05,1.0,74,1,5,0,2025-12-02,34.0,Completed,T0965
T1165,AI Ethics Framework,STAFF_06,1.66,13,5,1,0,2026-01-12,78.0,In Progress,T0876
T1166,EU AI Act Compliance,STAFF_12,2.14,65,1,2,0,2025-11-18,34.0,Completed,T1078
T1167,Comms Strategy 2026,STAFF_18,4.55,77,1,1,0,2025-12-10,53.0,Completed,T1204
T1168,AI Ethics Framework,STAFF_01,1.29,60,3,4,0,2025-10-01,48.0,Completed,T0717
T1169,EU AI Act Compliance,STAFF_17,0.55,73,3,4,0,2026-02-18,38.4,Completed,None
T1170,Annual Retreat Planning,STAFF_11,1.66,65,1,5,0,2026-03-28,25.0,Completed,None
T1171,New Hire Recruitment,STAFF_10,0.61,9,1,2,0,2026-01-31,19.0,In Progress,T1277
T1172,EU AI Act Compliance,STAFF_19,0.73,29,1,3,0,2025-12-01,58.0,Completed,T0745
T1173,Annual Retreat Planning,STAFF_14,2.91,44,1,2,0,2025-11-01,46.0,In Progress,T0062
T1174,New Hire Recruitment,STAFF_10,0.4,27,1,1,0,2026-03-07,20.4,Completed,T0800
T1175,New Hire Recruitment,STAFF_15,0.25,31,5,4,0,2025-10-29,61.0,In Progress,None
T1176,AI Ethics Framework,STAFF_19,3.6,72,5,1,1,2025-11-18,36.0,In Progress,T0310
T1177,Annual Retreat Planning,STAFF_04,1.87,72,3,5,0,2026-03-22,48.0,To Do,None
T1178,EU AI Act Compliance,STAFF_02,0.71,8,1,4,0,2025-10-30,16.0,Completed,None
T1179,New Hire Recruitment,STAFF_09,1.34,10,3,3,0,2026-02-21,63.0,Completed,T1154
T1180,EU AI Act Compliance,STAFF_10,3.25,53,5,4,0,2026-03-17,44.0,To Do,T1101
T1181,AI Ethics Framework,STAFF_11,1.45,62,3,2,0,2025-10-19,21.0,Completed,T0954
T1182,Annual Retreat Planning,STAFF_14,2.52,71,1,2,0,2025-10-18,79.0,Blocked,T1172
T1183,EU AI Act Compliance,STAFF_07,0.7,52,1,4,0,2025-10-01,46.0,Completed,T0686
T1184,New Hire Recruitment,STAFF_15,2.98,33,1,5,0,2025-12-17,47.0,In Progress,None
T1185,New Hire Recruitment,STAFF_19,1.65,72,1,2,0,2026-01-23,61.0,Completed,T1132
T1186,Comms Strategy 2026,STAFF_15,3.17,31,3,2,0,2026-03-24,10.0,To Do,T1254
T1187,AI Ethics Framework,STAFF_08,4.06,42,3,3,0,2026-01-21,62.0,In Progress,T1288
T1188,Comms Strategy 2026,STAFF_11,3.1,31,1,4,0,2026-01-22,40.0,Completed,T0150
T1189,AI Ethics Framework,STAFF_09,1.55,35,1,2,1,2026-03-15,78.0,Completed,T0091
T1190,AI Ethics Framework,STAFF_15,1.35,23,1,5,1,2026-03-28,31.2,Completed,None
T1191,New Hire Recruitment,STAFF_01,1.7,66,1,1,1,2025-12-02,41.0,In Progress,T0422
T1192,AI Ethics Framework,STAFF_01,0.91,61,1,4,0,2026-02-09,57.0,Completed,T0946
T1193,EU AI Act Compliance,STAFF_19,0.99,23,3,3,1,2026-02-06,54.0,Completed,T0722
T1194,New Hire Recruitment,STAFF_03,3.97,22,1,2,0,2025-10-08,63.599999999999994,In Progress,T0036
T1195,EU AI Act Compliance,STAFF_10,1.99,18,3,5,0,2026-03-06,63.0,Completed,T0066
T1196,AI Ethics Framework,STAFF_08,2.24,72,1,4,0,2025-11-24,64.0,Completed,None
T1197,New Hire Recruitment,STAFF_15,3.01,75,1,5,0,2026-01-11,58.0,Completed,T0988
T1198,AI Ethics Framework,STAFF_10,2.99,50,1,5,0,2026-02-08,61.0,In Progress,T0852
T1199,Annual Retreat Planning,STAFF_01,0.43,76,3,3,0,2025-11-01,35.0,To Do,None
T1200,New Hire Recruitment,STAFF_18,4.17,20,1,4,0,2025-10-10,26.0,Completed,T0282
T1201,New Hire Recruitment,STAFF_02,0.97,17,3,2,0,2026-01-18,34.0,In Progress,T0420
T1202,Comms Strategy 2026,STAFF_19,3.64,48,1,3,0,2026-03-11,55.0,Completed,T1230
T1203,EU AI Act Compliance,STAFF_13,3.89,57,3,2,0,2026-02-01,26.0,Completed,T1260
T1204,AI Ethics Framework,STAFF_01,3.6,78,3,1,0,2025-12-26,52.2,In Progress,T0658
T1205,New Hire Recruitment,STAFF_02,2.94,66,1,5,0,2025-11-24,14.0,Completed,None
T1206,New Hire Recruitment,STAFF_16,0.17,46,3,1,0,2025-11-01,36.0,In Progress,None
T1207,EU AI Act Compliance,STAFF_15,1.87,10,1,5,0,2026-03-27,45.0,Blocked,T0021
T1208,AI Ethics Framework,STAFF_13,3.06,14,3,3,0,2026-02-12,76.0,To Do,T0281
T1209,AI Ethics Framework,STAFF_16,2.0,56,1,2,0,2026-01-01,65.0,Completed,None
T1210,AI Ethics Framework,STAFF_17,4.33,33,1,2,0,2025-10-08,15.0,Completed,T0545
T1211,Annual Retreat Planning,STAFF_07,1.61,40,3,3,0,2025-12-04,49.0,To Do,T0156
T1212,EU AI Act Compliance,STAFF_17,1.54,55,3,4,0,2025-11-26,49.0,Completed,T1276
T1213,New Hire Recruitment,STAFF_07,1.4,9,1,1,0,2025-12-06,20.0,In Progress,T0739
T1214,Annual Retreat Planning,STAFF_13,1.73,78,3,1,0,2025-12-11,33.0,Completed,T0801
T1215,AI Ethics Framework,STAFF_05,2.83,39,1,2,0,2025-11-23,25.0,Completed,T0303
T1216,Comms Strategy 2026,STAFF_17,3.56,11,1,2,1,2025-12-06,49.0,Completed,T1074
T1217,EU AI Act Compliance,STAFF_03,3.35,27,3,2,0,2025-11-20,52.2,Blocked,T0896
T1218,Comms Strategy 2026,STAFF_07,4.06,43,1,3,0,2026-01-05,23.0,Blocked,T0336
T1219,Annual Retreat Planning,STAFF_17,4.44,39,1,4,0,2025-12-31,10.0,Completed,T0554
T1220,New Hire Recruitment,STAFF_07,4.1,35,3,1,1,2025-10-08,52.0,Blocked,T0970
T1221,New Hire Recruitment,STAFF_01,0.19,8,1,5,0,2026-03-11,29.0,Completed,None
T1222,AI Ethics Framework,STAFF_17,3.71,67,3,3,0,2025-11-04,30.0,Completed,None
T1223,AI Ethics Framework,STAFF_17,1.12,63,1,1,0,2026-01-04,66.0,In Progress,T0468
T1224,Annual Retreat Planning,STAFF_11,0.75,42,1,4,0,2025-12-27,69.0,In Progress,T1196
T1225,AI Ethics Framework,STAFF_03,3.23,37,1,3,0,2025-12-17,75.0,Completed,T1261
T1226,EU AI Act Compliance,STAFF_15,1.67,61,3,1,0,2025-11-01,61.0,Completed,None
T1227,AI Ethics Framework,STAFF_11,0.38,43,3,3,0,2026-01-28,64.0,To Do,T0928
T1228,Comms Strategy 2026,STAFF_16,0.77,62,1,1,0,2025-11-15,30.0,Blocked,T0018
T1229,AI Ethics Framework,STAFF_09,0.1,65,1,1,0,2026-02-21,67.0,Blocked,T1238
T1230,Comms Strategy 2026,STAFF_01,4.53,72,5,4,0,2026-03-14,62.0,Completed,T0174
T1231,New Hire Recruitment,STAFF_16,0.22,76,1,5,0,2026-02-19,70.0,In Progress,T0190
T1232,AI Ethics Framework,STAFF_09,1.13,58,3,4,1,2025-11-24,63.0,Completed,T0985
T1233,AI Ethics Framework,STAFF_19,2.14,29,1,1,0,2026-03-25,62.0,To Do,None
T1234,EU AI Act Compliance,STAFF_12,1.85,60,3,3,0,2025-10-07,28.8,Completed,T0395
T1235,New Hire Recruitment,STAFF_19,4.57,43,1,4,0,2025-12-13,33.0,Completed,T1050
T1236,AI Ethics Framework,STAFF_09,0.3,75,3,5,0,2025-10-07,56.0,Completed,T0494
T1237,EU AI Act Compliance,STAFF_07,2.61,43,3,1,0,2026-03-10,70.0,Blocked,None
T1238,AI Ethics Framework,STAFF_14,3.43,59,1,4,0,2026-02-28,52.0,In Progress,T0965
T1239,Annual Retreat Planning,STAFF_19,4.67,60,1,4,0,2025-12-24,46.0,Completed,T0338
T1240,EU AI Act Compliance,STAFF_19,3.14,57,3,4,1,2026-02-24,72.0,In Progress,T0426
T1241,Annual Retreat Planning,STAFF_02,4.04,48,3,4,0,2026-01-20,76.0,Blocked,T0703
T1242,New Hire Recruitment,STAFF_09,0.51,25,1,3,1,2026-02-02,63.0,Completed,T0199
T1243,AI Ethics Framework,STAFF_13,1.99,29,1,5,0,2026-02-24,16.0,Blocked,T0128
T1244,New Hire Recruitment,STAFF_15,1.93,73,3,5,1,2025-11-05,77.0,To Do,T1106
T1245,AI Ethics Framework,STAFF_03,4.44,28,1,1,0,2025-10-29,31.5,Completed,T0662
T1246,New Hire Recruitment,STAFF_11,0.84,51,3,2,0,2025-12-21,52.0,Completed,T1181
T1247,Comms Strategy 2026,STAFF_14,0.84,54,1,3,1,2025-10-02,33.0,Completed,T0179
T1248,New Hire Recruitment,STAFF_08,1.71,46,3,1,0,2026-02-06,35.0,Completed,T0992
T1249,AI Ethics Framework,STAFF_18,0.37,36,5,1,0,2025-11-16,47.0,Completed,T0721
T1250,AI Ethics Framework,STAFF_19,0.99,61,5,4,0,2026-02-25,22.0,In Progress,T0095
T1251,EU AI Act Compliance,STAFF_16,4.83,24,1,2,0,2025-10-11,13.0,In Progress,T0886
T1252,EU AI Act Compliance,STAFF_02,2.2,67,3,2,0,2026-02-07,34.0,Completed,T0135
T1253,AI Ethics Framework,STAFF_08,3.2,38,1,3,1,2026-01-27,45.0,In Progress,None
T1254,EU AI Act Compliance,STAFF_06,3.66,56,1,2,0,2026-02-17,75.0,In Progress,T1027
T1255,AI Ethics Framework,STAFF_12,1.9,9,1,1,0,2025-10-20,71.0,To Do,T0906
T1256,EU AI Act Compliance,STAFF_15,0.82,55,1,2,0,2025-10-05,37.0,Completed,T0217
T1257,New Hire Recruitment,STAFF_08,1.11,21,5,2,0,2025-11-06,10.0,In Progress,T0468
T1258,EU AI Act Compliance,STAFF_04,1.64,66,1,5,0,2026-03-15,82.8,To Do,T0801
T1259,AI Ethics Framework,STAFF_15,3.22,65,3,1,0,2026-02-14,19.0,In Progress,T1030
T1260,EU AI Act Compliance,STAFF_17,2.05,65,3,2,0,2025-11-22,37.0,Completed,T0298
T1261,AI Ethics Framework,STAFF_13,0.13,58,3,2,0,2026-03-21,45.0,Completed,T0015
T1262,New Hire Recruitment,STAFF_18,2.66,9,1,4,0,2026-01-07,67.0,Blocked,T0561
T1263,AI Ethics Framework,STAFF_02,4.62,48,1,2,0,2025-12-25,45.0,Completed,T0785
T1264,Annual Retreat Planning,STAFF_13,4.08,23,3,2,0,2026-01-16,22.0,To Do,T0300
T1265,New Hire Recruitment,STAFF_13,4.14,11,1,5,0,2025-10-24,25.0,Blocked,T0800
T1266,New Hire Recruitment,STAFF_15,4.0,19,1,1,0,2025-12-20,59.0,Completed,T0551
T1267,Comms Strategy 2026,STAFF_10,1.69,36,1,3,0,2026-03-07,36.0,In Progress,T0740
T1268,New Hire Recruitment,STAFF_03,3.85,14,1,1,1,2026-01-28,60.300000000000004,Completed,T0565
T1269,New Hire Recruitment,STAFF_19,0.8,21,3,4,0,2025-11-28,28.0,Completed,T1022
T1270,Comms Strategy 2026,STAFF_03,3.32,19,1,1,0,2026-02-05,24.0,In Progress,T0070
T1271,Comms Strategy 2026,STAFF_14,3.24,12,1,2,0,2026-01-22,25.0,In Progress,T0278
T1272,Comms Strategy 2026,STAFF_08,0.23,39,1,4,0,2026-01-23,64.0,Completed,T0704
T1273,EU AI Act Compliance,STAFF_04,3.96,50,1,1,1,2025-10-14,44.0,Blocked,T0579
T1274,Comms Strategy 2026,STAFF_11,4.53,76,1,4,0,2025-10-09,67.0,Completed,T0637
T1275,EU AI Act Compliance,STAFF_11,1.41,52,1,3,0,2025-11-09,45.0,Completed,None
T1276,AI Ethics Framework,STAFF_11,4.08,16,1,1,0,2025-10-25,19.0,Completed,None
T1277,AI Ethics Framework,STAFF_02,0.5,56,3,2,0,2026-01-11,8.0,Completed,T0405
T1278,AI Ethics Framework,STAFF_17,3.04,40,1,4,0,2025-10-22,65.0,To Do,None
T1279,AI Ethics Framework,STAFF_09,2.48,25,1,5,0,2025-10-04,10.0,In Progress,T0746
T1280,AI Ethics Framework,STAFF_02,2.78,16,1,4,1,2026-03-03,70.0,In Progress,T0445
T1281,Comms Strategy 2026,STAFF_15,4.64,69,1,5,1,2025-10-29,28.0,In Progress,None
T1282,AI Ethics Framework,STAFF_16,4.37,64,5,2,0,2026-01-17,30.0,Completed,None
T1283,New Hire Recruitment,STAFF_04,3.95,36,1,3,0,2026-01-06,14.4,Completed,None
T1284,AI Ethics Framework,STAFF_08,1.44,32,1,5,0,2025-11-06,74.39999999999999,In Progress,T0274
T1285,AI Ethics Framework,STAFF_09,4.57,22,1,3,1,2025-12-14,31.2,To Do,T0234
T1286,Annual Retreat Planning,STAFF_05,0.58,13,5,4,1,2025-12-09,69.0,Blocked,T0818
T1287,Comms Strategy 2026,STAFF_16,4.28,49,1,2,0,2026-02-23,46.0,Completed,T1038
T1288,AI Ethics Framework,STAFF_13,1.71,36,3,5,0,2026-02-05,30.6,Completed,T0278
T1289,New Hire Recruitment,STAFF_07,0.36,11,1,4,0,2025-12-24,63.599999999999994,Completed,None
T1290,New Hire Recruitment,STAFF_17,3.38,64,5,1,0,2025-11-11,41.0,Completed,T0865
T1291,EU AI Act Compliance,STAFF_03,1.23,56,3,4,0,2026-01-08,40.0,Completed,T0668
T1292,EU AI Act Compliance,STAFF_05,1.29,51,1,3,0,2025-11-10,57.0,In Progress,T0979
T1293,New Hire Recruitment,STAFF_19,1.6,21,1,2,0,2026-03-15,27.0,Completed,T1032
T1294,Comms Strategy 2026,STAFF_12,0.41,10,1,2,0,2025-11-03,47.0,In Progress,T0070
T1295,EU AI Act Compliance,STAFF_07,0.97,69,1,4,0,2025-10-17,65.0,In Progress,None
T1296,New Hire Recruitment,STAFF_09,0.13,71,1,1,0,2026-03-14,38.0,Completed,T0592
T1297,AI Ethics Framework,STAFF_06,2.28,52,1,3,0,2026-03-02,45.0,In Progress,T0101
T1298,EU AI Act Compliance,STAFF_17,0.51,65,1,4,0,2026-01-30,52.0,Completed,None
T1299,AI Ethics Framework,STAFF_16,3.44,27,1,4,0,2025-12-15,48.0,In Progress,None
T1300,Annual Retreat Planning,STAFF_03,1.25,65,1,2,0,2025-12-26,14.4,Blocked,None
